1.21527E+18,2020/1/9,"@realDonaldTrump The only 'joke' and 'scam' I see here is you, Don Quixote. Also, just because you don't that your discretions have been put out on display for all to see doesn't make the articles of impeachment fraudulant. But it does show how fraudulant your presidency is.",mrhurst16,1.20458E+18,[],[],F,,,,,
1.21529E+18,2020/1/9,@despiseTrump1 @seanhannity @Jim_Jordan @RepMattGaetz @EliseStefanik IT IS A FAKE!!! You know it! You voted for Hillary!! You are mad! I get it! NO PROOF! NO IMPEACHABLE CHARGES! Best Prez ever! Vote Trump 2020! Heal thyself! I feel sorry for you Libs!,thrushwound,1631309233,[],[],G,,,,,
1.21516E+18,2020/1/9,@harrisonjaime The South Carolians want change. They're listening to Jamie Harrison! Vote Nov. 2020 🇺🇸💙,ann_lingard,7.75337E+17,[],[],G,,,,,
1.2151E+18,2020/1/9,Minnesota County Votes to Reject Refugee Resettlement Under Trump Executive Order  https://t.co/8r6XfDLBDE via @gatewaypundit,ezridersos,477174486,"[{'screen_name': 'gatewaypundit', 'name': 'jim hoft', 'id': '19211550'}]",[],G,,,,,
1.21537E+18,2020/1/10,@Rudborne @MyOzFeed @Z_kianie @ElGriego79 @MMFlint @g_vester The majority lives in a few states which I might add gives driver licenses to illegals with voting rights. And again you would not be complaining if a Democrat won with electoral votes. Its not like a Republican wins the Presidency every time.,bedford_terri,1.1508E+18,[],[],T,,,,,
1.21562E+18,2020/1/10,"...take further military action against Iran without approval from Congress. 2 Republicans vote for the measures; 8 Democrats vote against the measures. The bill, War Power Resolution Act will send to the Senate.--NBC news (2/2)",vickysung3,1.17731E+18,[],[],G,,,,,
1.21545E+18,2020/1/10,@EpochTimes But it does zero &amp; he can still do what is in Nations best interest regardless of their stupid little vote. Just wasted another day of tax payer money for another stunt instead of doing the work of the American people once more.,raidersnana,394315856,[],[],G,,,,,
1.21541E+18,2020/1/10,"So DEMS limit TRUMPs war power in the HOUSE. YAWN!! You hear me @SpeakerPelosi YAWN!!! your vote means not a damn thing, except that TRUMP WINS RE-ELECTION by 12 MILLION VOTES in November NOW!  Non-binding-Vote, what a waste! hey how was the party the other night when @VP called?",the1murdock,20793819,"[{'screen_name': 'speakerpelosi', 'name': 'nancy pelosi', 'id': '15764644'}, {'screen_name': 'vp', 'name': 'vice president mike pence', 'id': '818910970567344128'}]",[],G,,,,,
1.21531E+18,2020/1/10,@DiamondandSilk Needs to check people out they vote,lindawe26982866,1.07038E+18,[],[],G,,,,,
1.21544E+18,2020/1/10,"@mattgaetz @realDonaldTrump Your vote was wrong, Matt.  Just wrong.  War Powers Act was not Constitutional to begin with (according to some experts); what you've just voted for is worse.  #WakeUpAndSmellTheCofefe  Admit the mistake and get back with the program.",11jeannedarc,61885356,[],['wakeupandsmellthecofefe'],F,,,,,
1.21563E+18,2020/1/10,Voter ID Now @POTUS @realDonaldTrump,texas_bourne,270679712,"[{'screen_name': 'potus', 'name': 'president biden', 'id': '1349149096909668363'}, {'screen_name': 'realdonaldtrump', 'name': 'donald j. trump', 'id': '25073877'}]",[],T,,,,,
1.21532E+18,2020/1/10,@Detour_Right Vote red all the way,franmudm,8.11251E+17,[],[],G,,,,,
1.21565E+18,2020/1/10,@hrkbenowen Yes. The Democrats and @RepMattGaetz voted to support Iranian Regime!  https://t.co/vU53V61uLF,debrammason1,7.1495E+17,"[{'screen_name': 'repmattgaetz', 'name': 'rep. matt gaetz', 'id': '818948638890217473'}]",[],G,,,,,
1.21569E+18,2020/1/11,@JayHanselman @VoteDillingham,cjdjam,2945806515,[],[],G,,,,,
1.21581E+18,2020/1/11,@RepMattGaetz @BreitbartNews You screwed up! You better do SOMETHING or your career is over. A lot of people are pissed. You didn't vote how we wanted you to vote! You voted how YOU wanted to vote. Very bad Matt! You work for us.,debbierebg,7.90648E+17,[],[],T,,,,,
1.21576E+18,2020/1/11,@mattgaetz @old_take @LouDobbs @realDonaldTrump No you didn’t Matt you were wrong for voting yea on this resolution Pelosi did. You left party to do your own thing. Did you ask any of us your constituents if we wanted you to vote yes. No you didn’t. I support our Military to but to do this about our worst enemy Iran was wrong.,smurf4555,709294088,[],[],G,,,,,
1.21602E+18,2020/1/11,@realDonaldTrump Trump can't even prove his innocence!!! DEMOCRATS LET'S ROLL! VOTE BLUE END THE ERROR!,chemicalsoil,1.01566E+18,[],[],G,,,,,
1.21576E+18,2020/1/11,@CalifEscapee We need to push for voter ID before November,dancer_carole,8.00001E+17,[],[],G,,,,,
1.21585E+18,2020/1/11,@realDonaldTrump @Scavino45 @RudyGiuliani @SecPompeo @IngrahamAngle NO H1B H2B VISAS! We don't want @SenMikeLee's S386 bill. Alien workers steal jobs fm  citizens &amp; drive down wages.  My college graduate son could use one of those jobs! Listen to us. It will cost you votes.,slh2813,4851562701,"[{'screen_name': 'scavino45', 'name': 'dan scavino jr.🇺🇸', 'id': '823367015830323201'}, {'screen_name': 'rudygiuliani', 'name': 'rudy w. giuliani', 'id': '770781940341288960'}, {'screen_name': 'secpompeo', 'name': 'secretary pompeo', 'id': '988573326376427520'}, {'screen_name': 'ingrahamangle', 'name': 'laura ingraham', 'id': '50769180'}, {'screen_name': 'senmikelee', 'name': 'mike lee', 'id': '88784440'}]",[],G,,,,,
1.21573E+18,2020/1/11,@TeamTrump @BernieSanders He is a complete fraud.,calidreams10,8.24766E+17,[],[],G,,,,,
1.21579E+18,2020/1/11,@love4thegameAK Babies in the uterus can't vote. Are senior citizens next?,smccammon2,1.18037E+18,[],[],G,,,,,
1.21575E+18,2020/1/11,@realTuckFrumper The @GOP and #IMPOTUS are fighting a losing battle.  They just don’t get.  “For the times they are a-changin'...�?so are their voters.  #BOGUin2020GOP.  #VoteBlueNoMatterWho as long as it’s not the #IMPEACHED one.,acyork1887,7.60813E+17,"[{'screen_name': 'gop', 'name': 'gop', 'id': '11134252'}]","['impotus', 'boguin2020gop', 'votebluenomatterwho', 'impeached']",G,,,,,
1.21606E+18,2020/1/12,@SenCapito @realDonaldTrump @LindseyGrahamSC And I pray when you the Senate gets impeachment they vote to acquit him immediately because it's nothing but a hoax,fitts_dr,1.20676E+18,[],[],G,,,,,
1.21638E+18,2020/1/12,"@realDonaldTrump @GreggJarrett @foxandfriends Nancy and Democrats are resisting delivering the articles of impeachment b/c they know they have NO CASE,  They know that they voted to impeach on LIES which they themselves created, and they don't want to be exposed as the #TRAITORS they are b/c DISCOVERY WILL NOW GO BOTH WAYS!",tatobin2,7.82278E+17,[],['traitors'],G,,,,,
1.2479E+18,2020/4/8,@realDonaldTrump How many died yesterday due to your incompetence. #TrumpIsALooser #TrumpLiedAmericansDied #TRUMPGENOCIDEFORPROFIT #25theAmendmentNow #VoteBlueToSaveOurLives,jacquelinelm,29524966,[],"['trumpisalooser', 'trumpliedamericansdied', 'trumpgenocideforprofit', '25theamendmentnow', 'votebluetosaveourlives']",F,,,,,
1.24761E+18,2020/4/8,"@CaliTrumpLady @MrDiddy85 @MyElMonte You can write them a cease-and-desist letter and tell them if they don't stop you're going to file suit against them, charging them with fraud, dereliction of Duty, abdication of their fiduciary duty, failure to investigate a crime, and hatassment.",hoffman11my,2759515701,[],[],G,,,,,
1.24786E+18,2020/4/8,@realDonaldTrump @foxandfriends You voted by mail. So what's your point?,andisutton1,8.43152E+17,[],[],G,,,,,
1.24759E+18,2020/4/8,@realDonaldTrump The PEOPLE of the United States are going to VOTE you out!  https://t.co/hw5pe0YFHQ,juror691,1.1926E+18,[],[],G,,,,,
1.24779E+18,2020/4/8,I cannot wait to vote in November for President Donald J Trump. The swamp is far worse than I ever imagined possible. Thank goodness the President has opened the eyes of the American people. #KeepAmericaGreat #TrumpLandslideVictory2020,realdwvs,1.04423E+18,[],"['keepamericagreat', 'trumplandslidevictory2020']",G,,,,,
1.24805E+18,2020/4/9,@ScottFordTVGuy Absolutely NOT comfortable in any form with #MailInBallotFraud,dedriannes,3400783660,[],['mailinballotfraud'],T,,,,,
1.24809E+18,2020/4/9,"@DanRather Let me translate for YOU: Widespread voter fraud really means widespread voter fraud! It’s a real threat, dummy.",rgfullmer,3461823552,[],[],T,,,,,
1.24802E+18,2020/4/9,"We are going to see a study of instances on voter fraud. Acosta. Asking again what proof Trump has on fraud. Trump says he will see.. I took that as, documentation of  intances are coming",momjar1,7.58373E+17,[],[],T,,,,,
1.24822E+18,2020/4/9,Georgia- Vote Doug Collins! Loeffler is Not in Congress for the betterment of America! She donates to Planned Parenthood and her husband Chairs the Stock Market! She's a pure money oriented politician! We have too many in Congress with that Virus and they're killing our America!,indecardio,2882972224,[],[],G,,,,,
